id,time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count
2e2e145e,1769211,86.74351077870655,1733,0,324,0,216,0,1477,3064,273
2e303d69,1836882,63.54323862754231,3797,0,1094,0,1542,8,4340,9864,378
2e9ee7c1,1738981,105.13826923076923,3937,0,930,0,331,2,3588,8333,610
2ecae626,1857922,122.2636678200692,1244,0,148,0,53,0,1032,1449,212
2ee0f648,1706997,77.00594916170903,3212,0,75,0,407,4,3057,1338,445
2ee11d9c,1752893,95.50042771599658,3220,0,971,1,470,14,3469,8635,384
2f2b1be2,2290170,114.8442760942761,1990,0,51,3,327,5,2287,963,258
2f64d42c,1766126,95.18952299829643,3661,0,235,0,799,1,3657,2725,462
2f74828d,1717210,78.5509881422925,2487,0,1154,0,153,1,2497,9876,352
2f83bfb7,1690470,65.45545954438334,2508,0,3431,0,426,0,2341,28047,369
2f935a5c,1819135,122.4412764844363,3411,0,261,6,145,0,2886,2770,560
2fa3af34,1805707,77.91728082719173,5225,0,3165,0,697,4,4824,26570,784
2faeac7d,1839411,78.59960070984916,3662,0,137,0,707,2,3519,2030,525
2fc93786,1688936,104.99041666666666,1961,0,143,0,296,0,1829,1576,278
3006e294,1743336,179.76232821341955,1145,0,55,0,37,0,933,689,201
30235dd1,1787121,83.58496376811594,4290,0,155,1,1059,15,9315,3597,512
307e833d,1790074,102.26060980634529,4325,0,209,0,314,6,3856,2582,619
3099719d,1807256,144.49000555247085,3032,0,438,0,132,0,2560,4108,499
30c264be,1790514,131.52977272727273,3958,0,181,0,261,0,3376,2291,651
30e2aa10,1793501,116.92126857396319,3489,0,601,0,403,16,3270,5708,495
30f509a0,1720630,19.567887323943662,1442,0,56,0,275,2,1380,797,215
3114bf63,1714626,80.4608650202535,5792,0,959,0,860,42,6177,9294,705
31308ef1,1821584,63.55546334716459,2784,0,107,0,723,1,2879,1571,328
315bdafd,1209357,86.7447425670776,1214,0,35,0,130,0,937,687,201
316bd158,1596665,99.88035921205099,2544,0,486,0,421,1,2370,4500,398
31d5a61d,1797345,101.44006436041835,1104,0,99,0,39,1,912,1052,209
31d87980,1631804,90.4107997265892,1241,0,95,0,127,0,1046,1082,202
31e423b7,1735354,104.97462746677407,3902,0,364,0,699,1,3629,3894,573
31ead610,1778960,119.17511717085641,2075,0,25,0,247,0,1803,719,307
32351c1e,1593341,75.32347235693501,1708,0,184,0,170,0,1507,1843,277
325235a6,1777537,100.03153745072274,2610,0,25,0,409,0,2426,793,409
32a001ec,1326851,81.40368722186903,1427,0,43,0,103,0,1231,643,234
32a0d334,556417,115.43009795191452,2008,0,25,0,213,0,1802,619,335
32c5e6b9,1618182,148.09731299927378,1276,0,21,0,80,0,1056,468,214
32f5dae7,1650457,109.3,5139,0,936,1,1524,0,5816,8760,544
330e0852,1775736,99.23096976016684,1639,0,40,0,239,0,1512,686,239
331c5ed4,1737372,90.44285278878391,2670,0,99,0,511,1,2586,1403,369
3320a922,1828988,89.93947116916215,2561,0,133,0,445,0,2396,1674,353
332aaadc,1715131,82.23801549089387,3551,0,816,0,410,0,3217,7272,532
3330a3c2,1721112,130.52993039443155,1685,0,105,0,365,0,1661,1229,223
335fc8c4,1785059,81.64295212765957,3823,0,140,0,548,1,3501,2004,576
33e55b8e,1836154,83.57855523161646,2486,0,501,0,100,0,2050,4544,412
3402f8b4,1332447,114.55287128712871,2402,0,64,0,58,1,2011,1028,338
34374e3a,1798361,104.08691468890315,1845,0,522,0,751,0,2113,4659,210
347a3473,1687060,117.1792648675052,7356,0,435,0,398,0,6365,4869,1141
349165a7,1796379,140.87072614783457,2771,0,52,1,247,0,2551,1020,435
34e6276d,1788612,154.60048062481226,2765,0,123,0,438,3,2534,1700,441
34e9c080,1800552,94.94605597964376,1618,0,94,0,253,0,1258,1365,205
3507df06,1739082,100.48856209150327,1526,0,70,0,239,1,1212,1143,253
350bf2fc,1774738,129.22256385998108,3741,0,85,1,401,0,3481,1512,523
357dd517,972607,129.08262454434993,2012,0,131,0,324,2,1968,1460,275
361d0e8e,1780462,81.70343137254902,1804,0,49,0,187,0,1575,808,270
36262fb9,1744364,89.74902152641879,1635,0,263,0,146,0,1374,2511,264
363cff31,1652661,140.96489389572963,3280,0,83,0,454,0,2940,1458,517
3665bfcd,1817767,121.29356597600872,2914,0,963,0,693,15,3420,8724,269
36937fb5,1797333,132.9526515151515,1926,0,74,0,108,4,1697,977,312
36a25efa,1105052,55.5428809325562,2620,0,1720,0,464,0,2412,14432,392
36e03ded,1747723,107.03121319199057,2977,0,70,0,349,0,2683,1203,462
370be0e8,1779995,103.73061397917995,4267,0,111,0,329,0,3640,1844,713
37677d9c,2494861,88.72759315206446,1775,0,61,0,150,0,1514,899,298
37870635,1794850,99.36485697606538,2902,0,217,0,302,5,2695,2352,432
37af08ac,1753814,91.66637856525497,3184,0,55,0,231,1,2708,1164,507
37d60336,1663894,86.14355231143553,2487,0,499,0,298,4,2324,4555,354
37da53ba,1719198,106.77745783628137,1770,0,195,0,466,0,1788,2008,280
3801ae95,1776117,81.22623509369676,2639,0,64,0,231,1,2359,1072,404
38556f4b,1631195,105.47938359017076,1880,0,97,0,423,1,1770,1317,281
38e46312,1681093,83.53652392947103,2727,0,68,0,778,0,2711,1338,370
3919c54f,1799069,73.92525964391692,4666,0,186,0,530,10,5323,2866,658
3931a16a,1739659,93.37943696450428,2905,0,226,0,137,0,2423,2427,498
3938f736,1828796,87.16165616561656,4760,0,180,0,603,12,4470,2563,656
393b3fa8,1375158,112.68558042686101,2868,0,460,0,514,0,2798,4264,388
394aa22d,1728506,111.96108949416342,2445,0,103,0,793,0,2472,1590,312
394c1342,1802674,112.73703703703704,2810,0,301,0,937,2,3105,3214,305
3965375d,1748405,102.07230392156863,1218,0,387,0,27,0,982,3359,214
3977377a,1627364,88.0111301369863,1551,0,530,1,249,5,4299,5298,218
39bf6230,1793235,142.29988399071925,1470,0,118,0,130,6,1353,1295,208
39d8a62f,1764696,94.19837508463101,1343,0,39,0,95,0,1073,677,202
3a1281c8,1784896,77.61572866194558,3509,0,1187,0,670,0,3374,10301,506
3a266257,1816150,67.30381471389646,671,0,25,0,38,0,576,333,111
3a2e0bee,1786832,172.3177966101695,2124,0,81,0,154,1,1868,1066,329
3a39504e,1729090,99.5925155925156,2130,0,63,0,211,1,2018,980,273
3a5b6512,1638396,105.17106598984772,1773,0,38,0,158,1,1575,681,273
3a65a167,1723786,134.22483537158985,1747,0,192,0,187,0,1520,1950,301
3a894e01,1754415,105.15025716385011,2139,0,177,0,406,0,1959,2002,350
3a8c1895,1746927,140.22473726758287,2280,0,111,0,82,1,1889,1367,408
3abc84bf,1782105,112.02612994350282,2510,0,104,1,217,0,2383,1341,396
3b16cdcc,1728601,105.12119535141117,2760,0,391,2,461,0,3100,3863,395
3b5cd2b2,1789411,89.66071948026763,8666,0,158,0,1489,0,8175,3244,1247
3b664e22,1442436,120.09004559270517,2460,0,64,0,108,0,2026,1054,425
3b75532b,1745569,75.40181677618864,2852,0,1908,0,412,2,2735,15871,395
3bb7e7f4,1740726,96.29943502824858,1820,0,70,1,233,0,1769,972,239
3bda31e6,1642954,88.39424280350438,1426,0,47,0,125,0,1130,797,216
3bfdb870,1788213,76.6683211678832,2854,0,118,0,453,0,2732,1562,399
3c1538c7,1791855,90.13560090702948,1884,0,106,0,214,1,1604,1368,284
3c3605d7,1730123,120.75493333333333,2984,0,631,0,135,0,2436,5731,517
3c417fd5,1759428,74.23850574712644,3877,0,425,1,216,5,3766,4384,635
3c837aa3,1657177,99.46893063583815,1243,0,58,0,83,0,1058,732,215
3c957930,1693754,179.72976985894582,2332,0,91,0,261,10,2203,1248,315
3cb3b607,1639172,115.4006359300477,1140,0,193,6,548,0,1728,1955,177
3cc2d640,1783230,88.72745869394178,5584,0,160,0,610,1,4845,2672,968
3cffdc8a,1761316,80.26543209876543,2928,0,156,0,156,0,2272,2060,509
3d1f8204,1743044,88.94587280108254,1915,0,49,0,253,0,1635,925,265
3d24cd53,1836927,110.76818469323213,2694,0,179,0,289,0,2361,2054,416
3d6b15dd,1763543,93.17004141739531,3747,0,50,0,549,0,3987,1179,462
3d95f52a,1739037,82.12077967281587,2799,0,37,0,37,0,2239,893,527
3dccb44b,1739790,79.49920634920635,2046,0,52,0,422,0,2006,878,269
3de6dde6,1588027,112.89454129751357,3160,0,146,0,193,0,2677,1881,520
3deab542,1497040,121.53816425120773,1936,0,72,0,62,0,1596,1007,339
3e0aa9dd,1693335,112.13944430018176,3202,0,279,0,368,2,2938,2990,501
3e10785d,3914925,160.0530612244898,1302,0,85,0,83,0,1092,973,217
3e2b4048,1793162,147.5422138836773,1564,0,5,0,30,0,1280,354,252
3e3848e6,1778469,101.43574690150032,4310,0,81,0,208,0,3670,1496,724
3e3cb355,1960256,111.77854330708661,3200,0,369,1,492,2,3277,3719,462
3e40ecd2,1760093,114.90280991735537,2880,0,51,0,94,0,2403,979,522
3e498d1f,1810130,112.69503546099291,4513,0,118,2,298,4,5196,2188,597
3e4d4afe,1650769,133.4344827586207,1372,0,613,0,190,0,1192,5274,209
3e5c062d,1689367,84.79849624060151,1572,0,151,1,271,0,2004,1661,235
3e6f3340,1786085,96.7102908277405,5292,0,1128,0,731,1,4836,10236,761
3e99d020,1750943,116.37026813880126,2283,0,70,7,176,0,1999,1034,353
3ec5db01,1821378,102.57208346506481,4846,0,601,0,876,3,4657,5918,680
3ec68173,1688866,111.04845195014073,4380,0,131,0,457,6,4110,2164,605
3ec690e1,1572923,114.84253184098803,2277,0,38,0,275,1,2125,835,332
3f0ba72c,1794269,77.92554744525548,2460,0,199,0,80,1,2022,2124,428
3f73ca80,1744922,106.34196428571428,2475,0,223,0,662,0,2465,2456,293
3f7887c6,1850894,138.86253369272237,1754,0,13,0,87,1,1749,603,279
3fdd2b5e,1730880,110.23350953803724,2845,0,907,2,596,1,2855,7879,366
3fdf630c,1644857,76.78608695652174,2915,0,110,0,424,1,2706,1529,426
3ff9d316,1837472,121.30713450292397,3391,0,219,0,664,1,3251,2570,486
40145912,1784190,64.49958333333333,2177,0,100,0,122,1,1894,1260,353
4042f12f,1742189,81.90628166160081,3276,0,103,0,568,1,2999,1675,559
40556bf1,1744020,116.1853059658546,4872,0,92,0,249,0,4854,1950,805
40b28508,1658222,147.221331997997,1809,0,127,0,61,0,1273,1613,313
40caf723,1895139,132.94476933073423,2687,0,150,1,234,6,2686,1940,378
40f941ae,1723768,159.5127840909091,2589,0,588,0,342,1,2426,5222,342
40fd4917,1601103,79.79628482972136,1397,0,79,0,139,0,1213,955,222
4107bf80,1800579,57.84662576687116,3047,0,2251,1,228,15,3065,18722,415
41090ec8,1845844,126.05916473317865,1404,0,207,0,111,2,1201,1984,214
41388810,1740722,112.17197924388437,4188,0,64,0,1143,1,4406,1539,519
414827f7,1680697,78.77383766745469,2292,0,99,0,144,3,2000,1305,337
41a021da,1749513,91.63989169675091,1623,2,545,0,44,2,1482,4743,260
41af0616,1666962,83.68748167692759,2404,0,434,0,571,2,2478,4006,283
41b95fbe,1052333,124.49471210340775,2143,0,173,0,237,0,1936,1828,311
421391ad,1776761,107.35177514792899,2830,0,188,0,362,0,2596,2190,417
42244528,1803861,128.08449106889708,3096,0,118,0,313,0,2655,1698,498
422636b0,1780039,75.42386506935688,3847,0,2215,0,280,2,3290,18586,645
426da54b,1868935,109.77697145621674,3621,0,116,1,395,1,3363,1734,589
429585ca,1760397,130.07173144876324,2308,0,87,0,431,4,2688,1312,227
4297d74a,1827034,89.31738936075101,1605,0,253,0,374,5,1645,2435,216
42c392da,1796730,93.28619469026549,3125,0,1576,0,945,4,3314,13447,365
431c41af,1774935,65.74894131881427,1399,0,53,0,201,0,1058,966,204
439423ad,1791400,126.47621914509331,2332,0,570,0,420,0,2205,5107,337
439e2f35,1539976,147.00730307772562,1598,0,32,0,287,0,1527,614,211
43c6ef75,1836831,88.77629911280101,1234,0,72,0,272,0,1192,890,180
43c78bc4,2349883,88.9048381928869,2897,0,81,0,131,12,2695,1184,406
43f41326,1859306,102.35764430577223,2124,0,37,0,399,4,2104,821,276
4429109b,1786516,63.78579274990846,2311,0,121,0,299,0,2186,1513,315
447b0de9,1778307,77.25720218011939,2359,0,759,0,735,0,2479,6687,305
4483f461,1607284,85.15479568671964,6351,0,117,0,580,0,5513,2354,1000
44a97944,1780582,101.99617556000729,5256,0,112,0,122,1,4205,2084,953
44ec0937,1599052,83.86696230598669,1815,0,657,0,232,2,1625,5699,268
44f746fe,1576942,97.05897568546301,1727,0,31,0,175,0,1465,685,243
453837dc,1487547,89.22680412371135,4086,0,498,0,363,0,3556,4877,648
4552825f,1757362,64.7024,2167,1,73,2,257,0,2151,1124,348
458bb9cc,1323355,146.6586375611592,2078,0,389,0,190,0,1835,3545,316
45eeb87c,1606575,68.43424657534247,1680,0,259,0,251,0,1599,2404,231
45f17ed3,1686170,68.10233629483383,2739,0,82,0,217,1,2510,1281,407
4608c4a1,1637491,282.6124469589816,1983,0,63,1,74,0,1726,938,354
460a3b3d,1727783,100.66173664122137,1745,0,44,0,306,1,1678,741,231
4626334e,1712660,72.77680473372781,3236,0,410,3,568,8,5284,4622,427
466921d4,1738288,104.5314401622718,1300,0,133,0,46,0,1024,1386,211
4684bf0c,1760054,107.78822365165759,1783,0,47,0,189,2,1601,775,275
46c9e4e3,1383343,133.46571682991987,1967,0,63,0,214,2,1842,939,289
46d71c87,1766906,92.02516556291391,1323,0,115,0,72,0,1097,1218,200
47263855,1794693,115.13741064336776,1158,0,66,0,35,0,956,765,211
472a5037,1441996,75.59888579387187,1633,0,591,1,288,0,1683,5107,215
473222c1,1761767,108.95594872720707,5027,0,127,0,383,2,4495,1952,675
473d1159,1756583,72.65342429106474,5596,0,219,0,1661,0,5641,3368,723
473d6f24,1722814,46.06178707224335,1663,0,17,0,424,0,1613,610,213
475006df,1308645,112.18026840768952,2389,0,68,0,296,4,2236,1126,333
477e4c8a,1692563,151.34889240506328,1845,0,152,0,531,0,1906,1686,218
47904389,1638000,106.585935302391,3028,0,88,0,436,3,2854,1409,422
47de2009,1762199,83.04172788715839,2500,0,464,0,433,6,4749,4889,320
4854cde9,1777357,64.38892565629826,3772,0,101,0,660,0,3552,1688,558
48594724,1610236,83.66618566618567,1689,0,204,2,184,0,1654,2021,256
486dc5f0,1708205,43.90658131626325,2730,0,2128,0,140,1,2299,17603,465
487a093f,1789566,89.99029799029799,4943,0,287,1,532,9,5802,3630,701
487acbd9,1775221,106.11924493554328,4005,0,94,0,245,0,3406,1596,656
488b994c,1781715,110.74761043657969,3455,0,133,0,282,1,3028,1796,523
488d195b,1724402,64.58536585365853,1893,0,981,0,283,0,1950,8391,220
48aaa3c6,1802130,135.76025744167336,2843,0,116,0,764,6,3135,1598,293
48aad08f,1738370,67.03879310344827,2381,0,113,0,290,0,2089,1486,365
48be0afe,1800292,116.62648221343873,1739,0,142,0,142,1,1525,1515,285
48edc5c8,1710566,73.34920106524633,2264,0,360,2,378,0,2136,3417,340
48fbb3ef,1755387,59.653220951234196,1313,0,254,0,94,0,1121,2318,214
48ff5381,1797227,80.0469638049656,2937,0,111,1,291,3,2768,1510,439
48ff8d38,1709515,105.3504259228328,5443,0,93,0,445,6,4882,1869,834
490c19c0,1792892,86.06411089452025,4208,0,129,37,238,5,3890,2024,704
49190165,1757864,74.14003511852502,2036,0,62,0,180,0,1754,958,342
4939d3d1,2042499,93.10127101271013,1893,0,162,0,384,0,1934,1747,232
493aec30,1772034,134.9562467053242,1724,0,55,0,118,0,1482,800,281
49488813,1796308,99.09529627367135,1449,0,20,0,168,0,1326,451,201
494b2e17,1727898,97.70145239376009,1669,0,69,0,121,0,1396,946,244
494d5ab2,1797258,82.56868626274745,3040,0,118,1,172,3,3704,1855,491
49628584,1797529,155.93587033121918,2575,0,86,0,177,0,2171,1269,399
497c5987,1787025,115.21245901639344,3325,0,369,2,870,9,4028,3962,347
4994a1b7,1795707,119.95562599049128,1599,0,74,0,220,0,1448,963,219
49d31772,1795455,100.06695156695157,1666,0,138,0,299,3,1559,1554,233
4a2e23ae,1715882,69.58364622444722,1730,0,374,0,293,0,1229,3786,249
4a96faab,1720649,85.88506207448938,2253,0,51,0,192,1,1964,897,378
4aa3a5d5,1812011,133.07364847218594,3025,0,229,0,575,0,2940,2492,413
4ad56fd3,1756378,48.32802547770701,2856,0,264,0,334,0,2563,2739,437
4b0ae22f,1796458,107.28748850045999,3653,0,243,0,451,1,3464,2753,527
4b100e58,1801630,68.79552572706935,1727,0,112,0,396,0,1664,1355,235
4b313e06,1776723,105.88007466168922,1858,0,142,2,140,1,1610,1606,274
4b3c6c52,1793346,112.10143369175627,4595,0,280,0,705,0,4328,3212,652
4b40b5c0,1773217,84.20972037283622,1318,0,93,0,91,0,1103,1053,219
4b511325,1739222,105.51814260340015,3735,0,65,0,141,0,3115,1281,640
4b54047f,1716427,107.44293408566298,3252,0,141,0,504,2,3137,1879,450
4b70721a,1615133,98.78197600204238,3028,0,109,0,779,1,3112,1635,384
4bb0b16f,1797747,84.56528103044496,2890,0,210,0,296,20,2896,2344,384
4bb55429,1771985,105.13642564802183,3431,0,629,0,336,2,3098,5734,536
4bc66798,1877072,127.60174470357842,2979,0,2553,0,80,5,2499,21060,506
4be768c3,1742672,114.52810516772439,1720,0,115,0,371,0,1705,1354,219
4bf58df2,1784630,87.70797227036395,2908,0,125,0,407,22,2990,1731,370
4c084150,1746344,87.75488642366614,1491,0,230,0,164,8,1380,2235,220
4c0f5ea3,1699900,142.64000881251377,4223,0,92,0,224,0,3452,1731,757
4c36ee7c,1741043,105.44439451808583,3512,1,547,0,389,2,3196,5181,565
4c542568,1638834,103.13316369804919,3056,0,92,0,384,5,2770,1458,458
4c5545d0,1791378,73.13249358525776,3861,0,112,0,307,7,3626,1782,550
4c5b9963,1770030,79.77999004479841,1843,0,54,0,111,1,1559,834,282
4c665694,1546148,123.08287073750991,2141,0,48,1,330,2,2137,920,323
4c6b68d7,1576549,100.02451539338655,1531,0,53,0,170,0,1384,741,212
4c8431de,1580367,162.9259927797834,1081,0,6,0,21,0,864,286,203
4c973b64,1770741,83.28199791883455,4727,0,309,0,729,1,4408,3552,676
4ca65256,1629310,87.4981266391907,4260,0,478,0,600,0,3879,4805,646
4cad4523,1732033,53.0083638264506,3081,0,145,0,600,0,3014,1873,423
4ccd16f5,1775757,94.79626022594468,1853,0,558,0,156,0,1636,4837,296
4d050f27,1839686,91.17525773195877,1500,0,69,0,274,0,1444,901,207
4d0cc87e,1776034,93.04209235798938,2180,0,54,0,213,0,1960,865,320
4d1d25cd,1741134,127.477304964539,3722,0,55,0,452,1,3397,1313,537
4d2518f9,1874373,158.31864633942033,5350,0,157,2,445,15,6033,2736,632
4d3dd6a7,1775132,83.52360163710777,2461,0,923,0,280,1,2213,7918,360
4d55f4d4,1707397,71.88714544357272,1491,0,43,0,121,2,1387,643,205
4d659308,1786519,141.54785691266517,2186,0,826,0,90,1,1814,7083,370
4d83896e,1671251,99.486799742434,2541,0,366,0,193,6,2242,3529,437
4dba875a,1802341,104.33366287691547,3548,0,72,0,426,0,3105,1445,567
4df463e8,1771231,124.22673611111111,2671,0,101,0,108,0,2168,1419,502
4e0493e2,1725437,94.08190976784933,1596,0,413,0,273,1,1337,3843,201
4e07b17b,1808453,100.68549222797928,1731,0,20,0,178,1,1551,525,252
4e21e149,1680960,75.74176685833768,6395,0,520,0,731,6,7492,5881,578
4e42a8d0,1813835,96.7950540958269,2745,0,136,0,352,2,2577,1694,399
4eac4460,1900873,133.9217391304348,2865,0,68,0,172,0,2424,1157,475
4ead4432,1686686,63.3862828713575,2319,0,137,0,358,0,2086,1687,374
4ef2c4d6,1825512,141.18890483022477,1491,0,338,0,261,1,1432,3089,204
4efb9677,1778305,79.01920321008885,2872,1,232,0,380,4,2644,2527,442
4f423d3a,1801730,131.75267076723858,1369,0,1621,0,98,1,1102,13371,210
4f48b15e,1817166,178.06110711718188,3863,0,112,1,196,1,3243,1811,686
4f58b9c8,1725222,102.73627815438444,4100,0,112,0,361,0,3544,1813,659
4fab5ef9,1526097,73.92445923460899,8096,0,365,19,531,4,7010,4694,1296
4fc52b72,1361368,113.39729555698648,1343,0,44,0,166,0,1175,686,221
5030aa8f,1628651,86.92055485498109,2037,0,108,1,233,0,2444,1447,287
50457931,1852299,118.7039308614441,2847,0,205,1,520,14,3064,2500,343
5046478b,1277224,97.69599627560521,1975,0,34,0,139,0,1704,682,321
5091645f,1769263,91.58584233509538,3708,0,381,0,260,2,3200,3850,599
5099e6e4,677830,84.65185601799774,1570,0,46,1,161,0,1368,733,260
50b091c1,1701226,136.1197648787656,1283,0,27,0,51,0,1059,491,207
50c1487d,1744173,87.23200442967885,2944,0,140,1,527,0,2553,2040,407
50f6a379,1798499,101.25665024630541,1598,0,195,0,237,0,1493,1970,228
50fcfcb0,1780653,90.15409004438808,2516,0,38,0,600,0,2502,918,339
5174669a,1797786,90.63687449826064,2603,0,818,0,316,0,2379,7084,376
518a82de,1803256,110.79110207768744,3944,0,113,0,366,5,3809,1826,524
518d1052,1491635,100.6323257248612,1454,0,46,0,121,0,1164,779,211
5200e1c1,1686397,66.45723868082727,3450,0,124,0,1793,0,4080,2184,295
520d7802,1669060,85.70810647307925,2873,0,73,0,360,0,2645,1183,423
52106fb4,1726424,67.11805686311429,3543,0,1026,0,741,1,3410,9092,466
52125f9b,1778682,132.15893792071802,2423,0,83,0,168,0,2098,1157,373
522894e5,1744661,106.77430708315002,1970,0,77,0,226,0,1754,1058,301
5252751a,1410571,89.43645083932854,1915,0,121,0,49,0,1565,1367,328
5299dfb8,2356602,87.0311327831958,2311,0,139,4,212,0,1966,1709,370
529fdadf,1710741,83.75047330556608,2205,0,155,0,280,1,1936,1813,358
52bec922,1679531,96.56557377049181,861,0,81,3,153,0,4272,1625,246
52c2217c,1799694,161.340888066605,1275,0,830,0,56,1,1072,6905,213
52cb9d7e,1425179,74.92945787067276,3808,0,371,0,414,0,3465,3794,564
531642e5,1647452,138.72262532981532,2570,0,203,1,258,0,2375,2297,373
5327ff63,1790727,117.46432264736298,2446,0,122,0,327,6,2319,1536,350
53484052,1714712,127.79434295816147,2469,0,352,1,559,13,2500,3555,297
53963d60,1283478,146.053585500394,2270,0,55,0,213,0,1983,940,351
53ad302c,1783526,116.71511179645336,2179,0,80,0,326,9,2316,1131,248
53eae7f2,1794304,82.6079200156832,4273,0,484,0,344,0,3753,4736,651
53ef14a4,1788189,133.02996122664786,2266,0,411,0,160,0,1947,3767,371
54066b22,1795061,94.63634311512415,3931,0,77,0,422,0,5043,1951,387
54130282,1795420,83.21596362717858,2924,0,638,0,388,9,3433,6018,391
54156150,1732047,160.69978746014877,1650,0,102,0,130,0,1426,1170,266
54249b1b,1817098,112.00944138473643,1176,0,37,0,58,0,960,570,203
5461650e,1799264,135.24065811489123,2935,0,54,0,597,0,2912,1052,386
54687e6e,1770306,93.09764503159104,4453,0,414,0,356,0,3740,4381,754
5484cf05,1806786,114.63543936092955,3773,0,73,0,285,0,3257,1385,608
54b21b6c,1763010,96.81626605202503,2660,0,124,0,250,3,2431,1601,397
54fa76a8,1860223,84.68617410387711,3119,0,492,0,471,19,3183,4717,390
54fb4afe,1798836,103.22664941785253,3259,0,35,0,571,0,4164,1462,503
54ffe46e,1736597,89.3446088794926,2426,0,122,0,290,0,2241,1457,338
55203483,1622305,105.40345821325649,1269,0,30,0,89,0,1083,515,212
55803c82,1711014,104.13990825688073,3832,0,163,0,361,4,3582,2144,521
55850677,1802689,122.5201916495551,5119,0,630,0,1555,1,5629,6402,567
55850b72,1773807,91.20630125161847,1781,0,404,0,132,0,1492,3653,318
5590d775,1720758,113.6558815070463,5050,0,320,0,1581,3,6163,4221,383
55c47563,1321289,99.4497773379515,1538,0,297,0,186,0,1404,2696,204
55e10d59,1634692,133.5584451901566,3279,0,62,0,235,0,2760,1250,582
55e74440,1760130,85.41180484476288,2349,0,178,0,401,3,2279,2019,323
55e7ce9c,1608568,96.67120743034056,1474,0,52,0,89,0,1271,708,213
561640d2,1766868,76.22048475371383,4973,0,957,0,464,1,4535,8732,693
56172efb,1454430,91.74928936895964,1504,0,56,0,199,0,1350,801,243
56464b89,1798306,73.97414277684092,2317,0,744,0,497,0,2188,6578,294
56586ecf,1667984,112.28030303030303,2890,0,125,0,152,1,2447,1603,485
568ceeb6,1787303,82.4711014176663,2448,0,148,0,155,0,2123,1664,400
569d8062,1772232,67.02399349328995,1715,0,341,0,399,4,1674,3228,223
56c2c82f,1676127,146.11855442926398,1739,0,102,0,428,0,1759,1224,215
573a489e,1388985,88.37273641851107,1815,0,48,0,125,0,1540,784,310
575c5872,1732164,162.45876887340302,2012,0,422,0,144,5,1716,3872,330
576e9414,1783390,83.66666666666667,1340,0,59,0,149,0,1176,785,201
577a6280,1765039,169.8111195734958,2466,0,56,0,104,0,2048,970,433
57cf7d76,1548874,95.51493506493506,1328,0,50,0,162,0,1158,732,202
57e59a7e,1845531,66.03287630841811,3630,0,2085,0,1068,0,3897,17628,419
5823d883,1904913,81.35369188696446,1705,0,284,0,205,0,1514,2668,251
582dbb0e,1753293,78.43665356050677,3717,0,245,0,614,2,3551,2807,504
58b8feff,1825326,99.14821303433777,2428,0,150,2,250,24,3045,1991,277
58e307a8,1774084,175.89550622631293,1311,0,479,0,55,2,1129,4093,215
59247531,1765923,78.35372501514235,2224,0,674,0,393,11,2237,6049,273
592852fc,1551589,139.4662905500705,2848,0,148,0,542,7,3193,1865,295
59391c3d,1744310,136.33502538071065,2158,0,84,0,120,2,1791,1183,379
593e705f,1384692,86.08366533864542,3101,0,248,0,147,18,3037,2737,407
594c2957,1734620,110.21144380639869,3393,0,642,0,839,2,3480,5980,441
596d2b93,1790995,118.9946728816381,5268,0,121,0,617,1,4767,2161,789
59b1303d,1786594,83.42028985507247,7151,0,387,2,1703,3,6864,5293,914
59b922be,2037498,79.70424545130217,2222,0,345,0,236,0,1981,3237,339
5a3f0d07,1606107,66.95038167938931,230,0,9,0,23,0,211,114,35
5a685b17,1044811,79.2795408507765,1364,0,36,0,81,0,1162,571,213
5a7d2bb0,1803225,101.93147751605996,1241,0,74,0,86,0,1068,851,202
5a841dce,1766081,120.7960088691796,1564,0,115,0,104,21,1478,1395,219
5ab35d62,1780516,87.49236641221374,4153,0,617,0,470,0,3656,5903,666
5afe1846,1724058,89.47684548372307,3161,0,491,0,710,0,3099,4700,402
5b3282ec,1826876,80.02043596730245,1832,0,71,0,299,0,1778,921,233
5b3d816d,1751793,93.15041617122473,3130,0,122,0,112,0,2468,1750,564
5b45d605,1492867,94.79694799127998,2105,0,566,0,539,1,2032,5146,256
5b684c92,1811159,96.88379052369078,3262,0,166,0,572,10,3345,2180,381
5bb0af01,1743303,119.63454055671954,2837,0,354,0,149,1,2404,3435,498
5c16af37,1799219,93.75647085302724,3309,0,763,0,371,0,2865,6919,497
5c1ba571,1749188,116.14752957550452,3539,0,248,0,521,3,3438,2708,435
5c3ee912,1780982,114.70529016975918,4548,0,112,1,405,0,4250,2268,724
5c423ef1,1697827,76.23425299323269,1447,0,438,0,36,0,1194,3793,242
5c565da6,1723514,84.00418091980235,2114,0,253,7,257,0,1915,2543,352
5c5e3889,1650823,98.35063025210084,3448,0,384,1,927,0,4106,4036,404
5c80564f,2007916,96.84733158355206,4021,0,286,0,237,28,4339,3336,437
5c8617f8,1794238,113.02358113509193,2028,0,99,0,375,0,1824,1371,309
5c88a769,2364139,104.7237888647867,1275,0,31,0,77,0,1109,491,203
5cd89d6a,1759872,119.05530216647662,1585,0,104,0,65,0,1330,1152,262
5cdb9757,1771809,107.11339391544844,4125,0,159,0,775,3,4128,2313,550
