time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count,cluster
1798361,104.08691468890315,1845,0,522,0,751,0,2113,4659,210,0
1687060,117.1792648675052,7356,0,435,0,398,0,6365,4869,1141,2
1796379,140.87072614783457,2771,0,52,1,247,0,2551,1020,435,0
1788612,154.60048062481226,2765,0,123,0,438,3,2534,1700,441,0
1800552,94.94605597964376,1618,0,94,0,253,0,1258,1365,205,0
1739082,100.48856209150327,1526,0,70,0,239,1,1212,1143,253,0
1774738,129.22256385998108,3741,0,85,1,401,0,3481,1512,523,0
972607,129.08262454434993,2012,0,131,0,324,2,1968,1460,275,0
1780462,81.70343137254902,1804,0,49,0,187,0,1575,808,270,0
1744364,89.74902152641879,1635,0,263,0,146,0,1374,2511,264,0
1652661,140.96489389572963,3280,0,83,0,454,0,2940,1458,517,0
1817767,121.29356597600872,2914,0,963,0,693,15,3420,8724,269,1
1797333,132.9526515151515,1926,0,74,0,108,4,1697,977,312,0
1105052,55.5428809325562,2620,0,1720,0,464,0,2412,14432,392,0
1747723,107.03121319199057,2977,0,70,0,349,0,2683,1203,462,0
1779995,103.73061397917995,4267,0,111,0,329,0,3640,1844,713,2
2494861,88.72759315206446,1775,0,61,0,150,0,1514,899,298,0
1794850,99.36485697606538,2902,0,217,0,302,5,2695,2352,432,0
1753814,91.66637856525497,3184,0,55,0,231,1,2708,1164,507,0
1663894,86.14355231143553,2487,0,499,0,298,4,2324,4555,354,0
1719198,106.77745783628137,1770,0,195,0,466,0,1788,2008,280,0
1776117,81.22623509369676,2639,0,64,0,231,1,2359,1072,404,0
1631195,105.47938359017076,1880,0,97,0,423,1,1770,1317,281,0
1681093,83.53652392947103,2727,0,68,0,778,0,2711,1338,370,0
1799069,73.92525964391692,4666,0,186,0,530,10,5323,2866,658,1
1739659,93.37943696450428,2905,0,226,0,137,0,2423,2427,498,0
1828796,87.16165616561656,4760,0,180,0,603,12,4470,2563,656,1
1375158,112.68558042686101,2868,0,460,0,514,0,2798,4264,388,0
1728506,111.96108949416342,2445,0,103,0,793,0,2472,1590,312,0
1802674,112.73703703703704,2810,0,301,0,937,2,3105,3214,305,0
1748405,102.07230392156863,1218,0,387,0,27,0,982,3359,214,0
1627364,88.0111301369863,1551,0,530,1,249,5,4299,5298,218,1
1793235,142.29988399071925,1470,0,118,0,130,6,1353,1295,208,0
1764696,94.19837508463101,1343,0,39,0,95,0,1073,677,202,0
1784896,77.61572866194558,3509,0,1187,0,670,0,3374,10301,506,2
1816150,67.30381471389646,671,0,25,0,38,0,576,333,111,0
1786832,172.3177966101695,2124,0,81,0,154,1,1868,1066,329,0
1729090,99.5925155925156,2130,0,63,0,211,1,2018,980,273,0
1638396,105.17106598984772,1773,0,38,0,158,1,1575,681,273,0
1723786,134.22483537158985,1747,0,192,0,187,0,1520,1950,301,0
1754415,105.15025716385011,2139,0,177,0,406,0,1959,2002,350,0
1746927,140.22473726758287,2280,0,111,0,82,1,1889,1367,408,0
1782105,112.02612994350282,2510,0,104,1,217,0,2383,1341,396,0
1728601,105.12119535141117,2760,0,391,2,461,0,3100,3863,395,0
1789411,89.66071948026763,8666,0,158,0,1489,0,8175,3244,1247,2
1442436,120.09004559270517,2460,0,64,0,108,0,2026,1054,425,0
1745569,75.40181677618864,2852,0,1908,0,412,2,2735,15871,395,5
1740726,96.29943502824858,1820,0,70,1,233,0,1769,972,239,0
1642954,88.39424280350438,1426,0,47,0,125,0,1130,797,216,0
1788213,76.6683211678832,2854,0,118,0,453,0,2732,1562,399,0
1791855,90.13560090702948,1884,0,106,0,214,1,1604,1368,284,0
1730123,120.75493333333333,2984,0,631,0,135,0,2436,5731,517,0
1759428,74.23850574712644,3877,0,425,1,216,5,3766,4384,635,1
1657177,99.46893063583815,1243,0,58,0,83,0,1058,732,215,0
1693754,179.72976985894582,2332,0,91,0,261,10,2203,1248,315,0
1639172,115.4006359300477,1140,0,193,6,548,0,1728,1955,177,0
1783230,88.72745869394178,5584,0,160,0,610,1,4845,2672,968,2
1761316,80.26543209876543,2928,0,156,0,156,0,2272,2060,509,0
1743044,88.94587280108254,1915,0,49,0,253,0,1635,925,265,0
1836927,110.76818469323213,2694,0,179,0,289,0,2361,2054,416,0
1763543,93.17004141739531,3747,0,50,0,549,0,3987,1179,462,2
1739037,82.12077967281587,2799,0,37,0,37,0,2239,893,527,0
1739790,79.49920634920635,2046,0,52,0,422,0,2006,878,269,0
1588027,112.89454129751357,3160,0,146,0,193,0,2677,1881,520,0
1497040,121.53816425120773,1936,0,72,0,62,0,1596,1007,339,0
1693335,112.13944430018176,3202,0,279,0,368,2,2938,2990,501,0
3914925,160.0530612244898,1302,0,85,0,83,0,1092,973,217,1
1793162,147.5422138836773,1564,0,5,0,30,0,1280,354,252,0
1778469,101.43574690150032,4310,0,81,0,208,0,3670,1496,724,2
1960256,111.77854330708661,3200,0,369,1,492,2,3277,3719,462,0
1760093,114.90280991735537,2880,0,51,0,94,0,2403,979,522,0
1810130,112.69503546099291,4513,0,118,2,298,4,5196,2188,597,2
1650769,133.4344827586207,1372,0,613,0,190,0,1192,5274,209,0
1689367,84.79849624060151,1572,0,151,1,271,0,2004,1661,235,0
1786085,96.7102908277405,5292,0,1128,0,731,1,4836,10236,761,2
1750943,116.37026813880126,2283,0,70,7,176,0,1999,1034,353,0
1821378,102.57208346506481,4846,0,601,0,876,3,4657,5918,680,2
1688866,111.04845195014073,4380,0,131,0,457,6,4110,2164,605,1
1572923,114.84253184098803,2277,0,38,0,275,1,2125,835,332,0
1794269,77.92554744525548,2460,0,199,0,80,1,2022,2124,428,0
1744922,106.34196428571428,2475,0,223,0,662,0,2465,2456,293,0
1850894,138.86253369272237,1754,0,13,0,87,1,1749,603,279,0
1730880,110.23350953803724,2845,0,907,2,596,1,2855,7879,366,2
1644857,76.78608695652174,2915,0,110,0,424,1,2706,1529,426,0
1837472,121.30713450292397,3391,0,219,0,664,1,3251,2570,486,2
1784190,64.49958333333333,2177,0,100,0,122,1,1894,1260,353,0
1742189,81.90628166160081,3276,0,103,0,568,1,2999,1675,559,2
1744020,116.1853059658546,4872,0,92,0,249,0,4854,1950,805,2
1658222,147.221331997997,1809,0,127,0,61,0,1273,1613,313,0
1895139,132.94476933073423,2687,0,150,1,234,6,2686,1940,378,0
1723768,159.5127840909091,2589,0,588,0,342,1,2426,5222,342,0
1601103,79.79628482972136,1397,0,79,0,139,0,1213,955,222,0
1800579,57.84662576687116,3047,0,2251,1,228,15,3065,18722,415,5
1845844,126.05916473317865,1404,0,207,0,111,2,1201,1984,214,0
1740722,112.17197924388437,4188,0,64,0,1143,1,4406,1539,519,2
1680697,78.77383766745469,2292,0,99,0,144,3,2000,1305,337,0
1749513,91.63989169675091,1623,2,545,0,44,2,1482,4743,260,3
1666962,83.68748167692759,2404,0,434,0,571,2,2478,4006,283,0
1052333,124.49471210340775,2143,0,173,0,237,0,1936,1828,311,0
1776761,107.35177514792899,2830,0,188,0,362,0,2596,2190,417,0
1803861,128.08449106889708,3096,0,118,0,313,0,2655,1698,498,0
1780039,75.42386506935688,3847,0,2215,0,280,2,3290,18586,645,5
1868935,109.77697145621674,3621,0,116,1,395,1,3363,1734,589,2
1760397,130.07173144876324,2308,0,87,0,431,4,2688,1312,227,0
1827034,89.31738936075101,1605,0,253,0,374,5,1645,2435,216,0
1796730,93.28619469026549,3125,0,1576,0,945,4,3314,13447,365,5
1774935,65.74894131881427,1399,0,53,0,201,0,1058,966,204,0
1791400,126.47621914509331,2332,0,570,0,420,0,2205,5107,337,0
1539976,147.00730307772562,1598,0,32,0,287,0,1527,614,211,0
1836831,88.77629911280101,1234,0,72,0,272,0,1192,890,180,0
2349883,88.9048381928869,2897,0,81,0,131,12,2695,1184,406,1
1859306,102.35764430577223,2124,0,37,0,399,4,2104,821,276,0
1786516,63.78579274990846,2311,0,121,0,299,0,2186,1513,315,0
1778307,77.25720218011939,2359,0,759,0,735,0,2479,6687,305,0
1607284,85.15479568671964,6351,0,117,0,580,0,5513,2354,1000,2
1780582,101.99617556000729,5256,0,112,0,122,1,4205,2084,953,2
1599052,83.86696230598669,1815,0,657,0,232,2,1625,5699,268,0
1576942,97.05897568546301,1727,0,31,0,175,0,1465,685,243,0
1487547,89.22680412371135,4086,0,498,0,363,0,3556,4877,648,2
1757362,64.7024,2167,1,73,2,257,0,2151,1124,348,3
1323355,146.6586375611592,2078,0,389,0,190,0,1835,3545,316,0
1606575,68.43424657534247,1680,0,259,0,251,0,1599,2404,231,0
1686170,68.10233629483383,2739,0,82,0,217,1,2510,1281,407,0
1637491,282.6124469589816,1983,0,63,1,74,0,1726,938,354,0
1727783,100.66173664122137,1745,0,44,0,306,1,1678,741,231,0
1712660,72.77680473372781,3236,0,410,3,568,8,5284,4622,427,1
1738288,104.5314401622718,1300,0,133,0,46,0,1024,1386,211,0
1760054,107.78822365165759,1783,0,47,0,189,2,1601,775,275,0
1383343,133.46571682991987,1967,0,63,0,214,2,1842,939,289,0
1766906,92.02516556291391,1323,0,115,0,72,0,1097,1218,200,0
1794693,115.13741064336776,1158,0,66,0,35,0,956,765,211,0
1441996,75.59888579387187,1633,0,591,1,288,0,1683,5107,215,0
1761767,108.95594872720707,5027,0,127,0,383,2,4495,1952,675,2
1756583,72.65342429106474,5596,0,219,0,1661,0,5641,3368,723,2
1722814,46.06178707224335,1663,0,17,0,424,0,1613,610,213,0
1308645,112.18026840768952,2389,0,68,0,296,4,2236,1126,333,0
1692563,151.34889240506328,1845,0,152,0,531,0,1906,1686,218,0
1638000,106.585935302391,3028,0,88,0,436,3,2854,1409,422,0
1762199,83.04172788715839,2500,0,464,0,433,6,4749,4889,320,1
1777357,64.38892565629826,3772,0,101,0,660,0,3552,1688,558,2
1610236,83.66618566618567,1689,0,204,2,184,0,1654,2021,256,0
1708205,43.90658131626325,2730,0,2128,0,140,1,2299,17603,465,5
1789566,89.99029799029799,4943,0,287,1,532,9,5802,3630,701,1
1775221,106.11924493554328,4005,0,94,0,245,0,3406,1596,656,2
1781715,110.74761043657969,3455,0,133,0,282,1,3028,1796,523,0
1724402,64.58536585365853,1893,0,981,0,283,0,1950,8391,220,0
1802130,135.76025744167336,2843,0,116,0,764,6,3135,1598,293,0
1738370,67.03879310344827,2381,0,113,0,290,0,2089,1486,365,0
1800292,116.62648221343873,1739,0,142,0,142,1,1525,1515,285,0
1710566,73.34920106524633,2264,0,360,2,378,0,2136,3417,340,0
1755387,59.653220951234196,1313,0,254,0,94,0,1121,2318,214,0
1797227,80.0469638049656,2937,0,111,1,291,3,2768,1510,439,0
1709515,105.3504259228328,5443,0,93,0,445,6,4882,1869,834,2
1792892,86.06411089452025,4208,0,129,37,238,5,3890,2024,704,4
1757864,74.14003511852502,2036,0,62,0,180,0,1754,958,342,0
2042499,93.10127101271013,1893,0,162,0,384,0,1934,1747,232,0
1772034,134.9562467053242,1724,0,55,0,118,0,1482,800,281,0
1796308,99.09529627367135,1449,0,20,0,168,0,1326,451,201,0
1727898,97.70145239376009,1669,0,69,0,121,0,1396,946,244,0
1797258,82.56868626274745,3040,0,118,1,172,3,3704,1855,491,0
1797529,155.93587033121918,2575,0,86,0,177,0,2171,1269,399,0
1787025,115.21245901639344,3325,0,369,2,870,9,4028,3962,347,1
1795707,119.95562599049128,1599,0,74,0,220,0,1448,963,219,0
1795455,100.06695156695157,1666,0,138,0,299,3,1559,1554,233,0
1715882,69.58364622444722,1730,0,374,0,293,0,1229,3786,249,0
1720649,85.88506207448938,2253,0,51,0,192,1,1964,897,378,0
1812011,133.07364847218594,3025,0,229,0,575,0,2940,2492,413,0
1756378,48.32802547770701,2856,0,264,0,334,0,2563,2739,437,0
1796458,107.28748850045999,3653,0,243,0,451,1,3464,2753,527,2
1801630,68.79552572706935,1727,0,112,0,396,0,1664,1355,235,0
1776723,105.88007466168922,1858,0,142,2,140,1,1610,1606,274,0
1793346,112.10143369175627,4595,0,280,0,705,0,4328,3212,652,2
1773217,84.20972037283622,1318,0,93,0,91,0,1103,1053,219,0
1739222,105.51814260340015,3735,0,65,0,141,0,3115,1281,640,0
1716427,107.44293408566298,3252,0,141,0,504,2,3137,1879,450,0
1615133,98.78197600204238,3028,0,109,0,779,1,3112,1635,384,0
1797747,84.56528103044496,2890,0,210,0,296,20,2896,2344,384,1
1771985,105.13642564802183,3431,0,629,0,336,2,3098,5734,536,2
1877072,127.60174470357842,2979,0,2553,0,80,5,2499,21060,506,5
1742672,114.52810516772439,1720,0,115,0,371,0,1705,1354,219,0
1784630,87.70797227036395,2908,0,125,0,407,22,2990,1731,370,1
1746344,87.75488642366614,1491,0,230,0,164,8,1380,2235,220,0
1699900,142.64000881251377,4223,0,92,0,224,0,3452,1731,757,2
1741043,105.44439451808583,3512,1,547,0,389,2,3196,5181,565,3
1638834,103.13316369804919,3056,0,92,0,384,5,2770,1458,458,0
1791378,73.13249358525776,3861,0,112,0,307,7,3626,1782,550,1
1770030,79.77999004479841,1843,0,54,0,111,1,1559,834,282,0
1546148,123.08287073750991,2141,0,48,1,330,2,2137,920,323,0
1576549,100.02451539338655,1531,0,53,0,170,0,1384,741,212,0
1580367,162.9259927797834,1081,0,6,0,21,0,864,286,203,0
1770741,83.28199791883455,4727,0,309,0,729,1,4408,3552,676,2
1629310,87.4981266391907,4260,0,478,0,600,0,3879,4805,646,2
1732033,53.0083638264506,3081,0,145,0,600,0,3014,1873,423,2
1775757,94.79626022594468,1853,0,558,0,156,0,1636,4837,296,0
1839686,91.17525773195877,1500,0,69,0,274,0,1444,901,207,0
1776034,93.04209235798938,2180,0,54,0,213,0,1960,865,320,0
1741134,127.477304964539,3722,0,55,0,452,1,3397,1313,537,0
1874373,158.31864633942033,5350,0,157,2,445,15,6033,2736,632,1
1775132,83.52360163710777,2461,0,923,0,280,1,2213,7918,360,0
1707397,71.88714544357272,1491,0,43,0,121,2,1387,643,205,0
1786519,141.54785691266517,2186,0,826,0,90,1,1814,7083,370,0
1671251,99.486799742434,2541,0,366,0,193,6,2242,3529,437,0
1802341,104.33366287691547,3548,0,72,0,426,0,3105,1445,567,0
1771231,124.22673611111111,2671,0,101,0,108,0,2168,1419,502,0
1725437,94.08190976784933,1596,0,413,0,273,1,1337,3843,201,0
1808453,100.68549222797928,1731,0,20,0,178,1,1551,525,252,0
1680960,75.74176685833768,6395,0,520,0,731,6,7492,5881,578,2
1813835,96.7950540958269,2745,0,136,0,352,2,2577,1694,399,0
1900873,133.9217391304348,2865,0,68,0,172,0,2424,1157,475,0
1686686,63.3862828713575,2319,0,137,0,358,0,2086,1687,374,0
1825512,141.18890483022477,1491,0,338,0,261,1,1432,3089,204,0
1778305,79.01920321008885,2872,1,232,0,380,4,2644,2527,442,3
1801730,131.75267076723858,1369,0,1621,0,98,1,1102,13371,210,0
1817166,178.06110711718188,3863,0,112,1,196,1,3243,1811,686,0
1725222,102.73627815438444,4100,0,112,0,361,0,3544,1813,659,2
1526097,73.92445923460899,8096,0,365,19,531,4,7010,4694,1296,4
1361368,113.39729555698648,1343,0,44,0,166,0,1175,686,221,0
1628651,86.92055485498109,2037,0,108,1,233,0,2444,1447,287,0
1852299,118.7039308614441,2847,0,205,1,520,14,3064,2500,343,1
1277224,97.69599627560521,1975,0,34,0,139,0,1704,682,321,0
1769263,91.58584233509538,3708,0,381,0,260,2,3200,3850,599,2
677830,84.65185601799774,1570,0,46,1,161,0,1368,733,260,0
1701226,136.1197648787656,1283,0,27,0,51,0,1059,491,207,0
1744173,87.23200442967885,2944,0,140,1,527,0,2553,2040,407,0
1798499,101.25665024630541,1598,0,195,0,237,0,1493,1970,228,0
1780653,90.15409004438808,2516,0,38,0,600,0,2502,918,339,0
1797786,90.63687449826064,2603,0,818,0,316,0,2379,7084,376,0
1803256,110.79110207768744,3944,0,113,0,366,5,3809,1826,524,1
1491635,100.6323257248612,1454,0,46,0,121,0,1164,779,211,0
1686397,66.45723868082727,3450,0,124,0,1793,0,4080,2184,295,2
1669060,85.70810647307925,2873,0,73,0,360,0,2645,1183,423,0
1726424,67.11805686311429,3543,0,1026,0,741,1,3410,9092,466,2
1778682,132.15893792071802,2423,0,83,0,168,0,2098,1157,373,0
1744661,106.77430708315002,1970,0,77,0,226,0,1754,1058,301,0
1410571,89.43645083932854,1915,0,121,0,49,0,1565,1367,328,0
2356602,87.0311327831958,2311,0,139,4,212,0,1966,1709,370,0
1710741,83.75047330556608,2205,0,155,0,280,1,1936,1813,358,0
1679531,96.56557377049181,861,0,81,3,153,0,4272,1625,246,0
1799694,161.340888066605,1275,0,830,0,56,1,1072,6905,213,0
1425179,74.92945787067276,3808,0,371,0,414,0,3465,3794,564,2
1647452,138.72262532981532,2570,0,203,1,258,0,2375,2297,373,0
1790727,117.46432264736298,2446,0,122,0,327,6,2319,1536,350,0
1714712,127.79434295816147,2469,0,352,1,559,13,2500,3555,297,1
1283478,146.053585500394,2270,0,55,0,213,0,1983,940,351,0
1783526,116.71511179645336,2179,0,80,0,326,9,2316,1131,248,0
1794304,82.6079200156832,4273,0,484,0,344,0,3753,4736,651,2
1788189,133.02996122664786,2266,0,411,0,160,0,1947,3767,371,0
1795061,94.63634311512415,3931,0,77,0,422,0,5043,1951,387,2
1795420,83.21596362717858,2924,0,638,0,388,9,3433,6018,391,0
1732047,160.69978746014877,1650,0,102,0,130,0,1426,1170,266,0
1817098,112.00944138473643,1176,0,37,0,58,0,960,570,203,0
1799264,135.24065811489123,2935,0,54,0,597,0,2912,1052,386,0
1770306,93.09764503159104,4453,0,414,0,356,0,3740,4381,754,2
1806786,114.63543936092955,3773,0,73,0,285,0,3257,1385,608,0
1763010,96.81626605202503,2660,0,124,0,250,3,2431,1601,397,0
1860223,84.68617410387711,3119,0,492,0,471,19,3183,4717,390,1
1798836,103.22664941785253,3259,0,35,0,571,0,4164,1462,503,2
1736597,89.3446088794926,2426,0,122,0,290,0,2241,1457,338,0
1622305,105.40345821325649,1269,0,30,0,89,0,1083,515,212,0
1711014,104.13990825688073,3832,0,163,0,361,4,3582,2144,521,1
1802689,122.5201916495551,5119,0,630,0,1555,1,5629,6402,567,2
1773807,91.20630125161847,1781,0,404,0,132,0,1492,3653,318,0
1720758,113.6558815070463,5050,0,320,0,1581,3,6163,4221,383,2
1321289,99.4497773379515,1538,0,297,0,186,0,1404,2696,204,0
1634692,133.5584451901566,3279,0,62,0,235,0,2760,1250,582,0
1760130,85.41180484476288,2349,0,178,0,401,3,2279,2019,323,0
1608568,96.67120743034056,1474,0,52,0,89,0,1271,708,213,0
1766868,76.22048475371383,4973,0,957,0,464,1,4535,8732,693,2
1454430,91.74928936895964,1504,0,56,0,199,0,1350,801,243,0
1798306,73.97414277684092,2317,0,744,0,497,0,2188,6578,294,0
1667984,112.28030303030303,2890,0,125,0,152,1,2447,1603,485,0
1787303,82.4711014176663,2448,0,148,0,155,0,2123,1664,400,0
1772232,67.02399349328995,1715,0,341,0,399,4,1674,3228,223,0
1676127,146.11855442926398,1739,0,102,0,428,0,1759,1224,215,0
1388985,88.37273641851107,1815,0,48,0,125,0,1540,784,310,0
1732164,162.45876887340302,2012,0,422,0,144,5,1716,3872,330,0
1783390,83.66666666666667,1340,0,59,0,149,0,1176,785,201,0
1765039,169.8111195734958,2466,0,56,0,104,0,2048,970,433,0
1548874,95.51493506493506,1328,0,50,0,162,0,1158,732,202,0
1845531,66.03287630841811,3630,0,2085,0,1068,0,3897,17628,419,5
1904913,81.35369188696446,1705,0,284,0,205,0,1514,2668,251,0
1753293,78.43665356050677,3717,0,245,0,614,2,3551,2807,504,2
1825326,99.14821303433777,2428,0,150,2,250,24,3045,1991,277,1
1774084,175.89550622631293,1311,0,479,0,55,2,1129,4093,215,0
1765923,78.35372501514235,2224,0,674,0,393,11,2237,6049,273,0
1551589,139.4662905500705,2848,0,148,0,542,7,3193,1865,295,0
1744310,136.33502538071065,2158,0,84,0,120,2,1791,1183,379,0
1384692,86.08366533864542,3101,0,248,0,147,18,3037,2737,407,1
1734620,110.21144380639869,3393,0,642,0,839,2,3480,5980,441,2
1790995,118.9946728816381,5268,0,121,0,617,1,4767,2161,789,2
1786594,83.42028985507247,7151,0,387,2,1703,3,6864,5293,914,2
2037498,79.70424545130217,2222,0,345,0,236,0,1981,3237,339,0
1606107,66.95038167938931,230,0,9,0,23,0,211,114,35,0
1044811,79.2795408507765,1364,0,36,0,81,0,1162,571,213,0
1803225,101.93147751605996,1241,0,74,0,86,0,1068,851,202,0
1766081,120.7960088691796,1564,0,115,0,104,21,1478,1395,219,1
1780516,87.49236641221374,4153,0,617,0,470,0,3656,5903,666,2
1724058,89.47684548372307,3161,0,491,0,710,0,3099,4700,402,0
1826876,80.02043596730245,1832,0,71,0,299,0,1778,921,233,0
1751793,93.15041617122473,3130,0,122,0,112,0,2468,1750,564,0
1492867,94.79694799127998,2105,0,566,0,539,1,2032,5146,256,0
1811159,96.88379052369078,3262,0,166,0,572,10,3345,2180,381,1
1743303,119.63454055671954,2837,0,354,0,149,1,2404,3435,498,0
1799219,93.75647085302724,3309,0,763,0,371,0,2865,6919,497,2
1749188,116.14752957550452,3539,0,248,0,521,3,3438,2708,435,0
1780982,114.70529016975918,4548,0,112,1,405,0,4250,2268,724,2
1697827,76.23425299323269,1447,0,438,0,36,0,1194,3793,242,0
1723514,84.00418091980235,2114,0,253,7,257,0,1915,2543,352,0
1650823,98.35063025210084,3448,0,384,1,927,0,4106,4036,404,2
2007916,96.84733158355206,4021,0,286,0,237,28,4339,3336,437,1
1794238,113.02358113509193,2028,0,99,0,375,0,1824,1371,309,0
2364139,104.7237888647867,1275,0,31,0,77,0,1109,491,203,0
1759872,119.05530216647662,1585,0,104,0,65,0,1330,1152,262,0
1771809,107.11339391544844,4125,0,159,0,775,3,4128,2313,550,2
1618471,106.73392857142858,1720,0,122,0,397,1,1768,1352,210,0
1381771,83.05606694560669,3112,0,216,0,257,0,2670,2427,483,0
1738239,61.81906202723147,2118,0,753,0,433,1,1996,6585,328,0
2149169,147.44076305220884,3412,0,100,0,472,0,3150,1534,519,0
1811246,105.8326327856324,1869,0,177,0,571,0,1732,2124,232,0
1721590,128.19790454016297,1475,0,158,0,80,5,1288,1593,210,0
1783832,126.6547619047619,1792,0,99,0,120,5,1843,1304,268,0
1793773,88.17683397683398,1149,0,61,0,85,0,991,731,203,0
1840642,91.33009708737865,1701,0,87,0,165,4,1603,1108,252,0
1770959,71.3512588609142,3882,0,82,0,127,0,3271,1394,608,2
1766417,66.63444378346223,2469,0,338,0,555,0,2455,3273,345,0
1804841,127.6926159129937,1564,0,10,0,173,0,1382,435,258,0
1721815,76.65217391304348,1661,0,418,0,129,0,1450,3733,279,0
1732024,103.25024437927664,1735,0,72,0,235,4,1693,1005,242,0
1982846,106.82344102178813,2207,0,108,0,345,2,2234,1390,281,0
1739211,104.34346809221518,2353,0,386,0,254,0,2106,3589,349,0
1860872,82.32479919678715,1532,0,302,4,145,9,2106,2943,226,0
1314174,81.21500721500722,2657,0,543,0,265,0,2336,4975,411,0
1810260,101.87334754797442,1580,0,501,0,264,0,1498,4354,226,0
1750174,78.12170022371365,3780,0,131,0,559,0,3582,1805,526,2
1748148,100.59307992202729,3436,0,134,0,531,3,3250,1934,480,0
1700142,121.96868008948546,1621,0,71,0,96,0,1343,942,295,0
1884553,83.0179190751445,2309,0,562,1,583,5,2999,5390,208,0
1785851,93.03192825112107,5040,0,276,0,247,12,4669,3398,788,1
1703624,98.64561734213007,2798,0,132,0,253,0,2426,1681,466,0
1769552,83.4403005097934,3055,0,427,0,245,0,2609,4107,493,0
1552360,86.99738841405508,2814,0,921,0,477,0,2663,7996,400,0
1699808,141.18241308793455,2179,0,104,0,154,8,2015,1361,318,0
1722631,167.94285714285715,3009,0,113,0,448,0,2806,1555,424,0
2018432,83.30227464195451,4269,0,247,0,1419,0,4672,3168,453,2
1767843,73.78694638694638,4529,0,655,4,1247,0,5611,6443,493,2
1174447,81.04007581911725,3371,0,119,1,202,0,3134,1804,564,0
1798811,121.01888939462904,3792,0,143,0,448,11,3520,2005,521,1
1784083,125.32736389684814,2091,0,167,0,530,4,2038,1949,285,0
1787874,70.68563122923588,1967,0,45,0,396,0,1922,801,292,0
1571364,99.51536772777168,1422,0,272,0,128,0,1192,2534,205,0
1714850,75.01240458015268,2405,0,498,0,241,0,2311,4489,335,0
1781064,88.49643551523008,2735,0,78,0,273,0,2395,1237,460,0
1757421,98.73461283917935,5122,0,448,0,474,0,4546,4634,815,2
1783271,90.55782608695652,1848,0,257,0,195,0,1615,2484,297,0
1782015,81.75663972286374,3353,0,88,0,21,2,2776,1318,563,0
1697264,106.92762237762238,4946,0,390,1,381,2,4644,4201,742,2
1778978,77.82513247539742,2480,0,1010,0,471,2,2408,8637,342,0
1804136,97.55702005730659,2604,0,637,0,242,7,2307,5709,422,0
1766873,99.18530774321641,1163,0,244,0,104,0,970,2249,201,0
1738652,57.51012560881825,2324,0,1112,0,465,0,2258,9427,312,0
1790771,79.54568210262829,4590,0,54,0,150,0,3862,1310,774,2
1795897,104.20061919504644,3827,0,154,0,853,11,3895,2202,501,1
1746619,85.95454545454545,1025,0,75,0,21,1,816,841,202,0
1765371,80.94779452819654,3156,0,75,0,350,1,2890,1264,472,0
1824706,96.87680273771694,3394,0,67,0,630,0,3407,1327,447,2
1236398,101.86806513938726,3299,0,43,0,281,0,3004,1060,487,0
1654722,96.19692645444566,4028,0,81,1,443,2,3782,1509,561,2
1715286,87.97894406033942,2289,0,322,0,571,0,2298,3138,279,0
1789615,90.58475758632717,4037,0,984,0,712,1,3896,8740,572,2
1799612,97.31303542486687,3572,0,64,0,683,0,3490,1375,494,2
1779870,142.07062379774663,3242,0,112,0,273,12,3091,1762,491,1
1737900,85.10666666666667,1912,0,3066,0,422,0,1855,25007,260,5
1802369,117.14457450173995,2927,0,86,0,148,0,2506,1257,472,0
1746122,79.8809100604337,2240,0,399,0,174,0,1911,3695,389,0
1792267,72.6669538991814,1939,0,102,1,276,3,1943,1318,273,0
1752900,100.53743961352657,3668,0,145,1,325,1,3284,2026,595,2
1512854,66.22162162162162,1816,0,371,0,403,0,1744,3453,240,0
1771902,143.72008957133718,2609,0,56,0,461,0,2479,1039,380,0
1811754,91.26814591951862,2266,0,174,0,219,0,1963,1914,383,0
1782087,112.88777219430486,1567,0,73,0,150,1,1442,871,215,0
1798540,93.3591404180159,2822,0,319,0,254,2,2583,3102,387,0
1670016,102.49066924066923,2628,0,69,0,406,5,2557,1177,340,0
1460576,85.76051560379919,1346,0,23,0,105,0,1139,496,218,0
1734579,89.21149335418295,1508,0,772,0,276,2,1495,6508,213,0
1798323,119.62683397683398,3318,0,15,0,1847,0,4676,609,212,2
1762728,105.52720122350885,3033,0,76,0,1468,0,3465,1644,265,2
1784169,119.01234567901234,1353,0,212,0,135,1,1163,2027,226,0
1676095,161.0574055666004,3590,0,58,0,376,0,3241,1189,529,0
1739123,104.47724867724868,1537,0,45,0,308,0,1459,746,209,0
1788884,92.89729048519219,1423,0,76,0,88,0,1181,942,246,0
1729350,77.94719362338094,2193,0,108,0,703,7,2480,1523,231,0
1631468,129.06446161274746,3602,0,91,0,449,0,3241,1538,554,0
1729067,140.8632388020143,3316,0,110,0,347,0,2919,1624,587,0
1747214,96.26223776223776,2227,0,182,0,165,0,1969,1879,358,0
1796939,68.69746716697937,1894,0,48,0,190,0,1706,789,304,0
1698046,115.26290322580645,3444,0,100,0,176,0,2917,1527,525,0
1771433,61.04018971542686,3537,0,93,0,376,0,3155,1502,558,2
1798366,120.71535326086956,2214,0,537,1,185,7,2025,4846,358,0
1812709,104.41902567478604,2577,0,240,0,219,2,2250,2490,406,0
1754776,89.26970284237726,2134,0,692,0,268,2,1970,5984,296,0
